id,name,popularity,album.id,album.name,album.total_tracks,track_number,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1pzxyYumviHDugGSh0Gfph,Somebody To Love - Live,36,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,5,473306,0.425,0.885,8,-5.131,1,0.113,0.0226,3.95e-6,0.894,0.283,113.688,3
7AiTvKZk5X8uoKNJIvO1XM,Killer Queen - Live,29,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,6,119933,0.556,0.884,0,-4.969,0,0.0613,0.0491,4.16e-6,0.531,0.695,122.076,4
1twwoytEKB0Wfq6jo97cuA,I'm In Love With My Car - Live,26,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,7,123333,0.212,0.962,7,-4.759,1,0.178,1.12e-4,0.00103,0.866,0.448,159.824,3
1es2FFv4VFnRUAO1AuQpxM,"Get Down, Make Love - Live",24,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,8,285933,0.324,0.796,8,-6.666,1,0.26,0.339,0.00512,0.962,0.127,103.646,4
7IQwtVS6Gr7skhIv8EUu09,Save Me - Live,25,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,9,254733,0.31,0.698,7,-5.28,1,0.0408,0.0249,3.8e-5,0.728,0.25,82.633,4
7HA4EkisJwVjgw33HFHXJl,Now I'm Here - Live,24,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,10,331600,0.264,0.959,9,-5.23,1,0.22,9.51e-4,0.0107,0.456,0.182,152.163,4
41SWBRGWlr5GBuyBOmjD7q,Dragon Attack - Live,25,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,11,191760,0.479,0.937,0,-5.34,0,0.111,9.51e-5,0.0699,0.296,0.522,91.347,4
3AuzV1caAfN4nxmYsOHZc7,Now I'm Here (Reprise) - Live,21,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,12,113106,0.287,0.858,0,-8.247,1,0.328,0.0103,0.253,0.719,0.147,78.888,4
1f1Gz9Mvdqc4SLgOFcetdv,Love Of My Life - Live,29,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,13,236573,0.305,0.286,2,-13.613,1,0.0377,0.724,2.07e-6,0.953,0.197,90.091,4
593ZL8AmfgQP2gGLNISLGZ,Under Pressure - Live,29,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,1,229280,0.453,0.941,2,-4.383,1,0.0834,0.00125,7.76e-4,0.988,0.225,115.261,4
6WoKvm2nFmLA7i3K4MijEX,Keep Yourself Alive - Live,26,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,2,209293,0.385,0.951,5,-4.901,0,0.141,6.54e-4,0.0195,0.278,0.52,143.032,4
108CEUGyglECilQb3o1jec,Drum And Tympani Solo - Live,21,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,3,180066,0.282,0.562,8,-11.564,1,0.0466,0.0542,0.845,0.0846,0.34,82.39,4
668edfhvN0OKWx6kc1bFeb,Guitar Solo - Live,20,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,4,311186,0.287,0.693,7,-10.629,1,0.081,0.649,0.93,0.906,0.205,146.565,4
0Qtw21sorVwleQlDmGivJw,Flash - Live,21,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,5,131146,0.566,0.861,2,-5.381,1,0.0478,0.00238,0.0181,0.762,0.308,113.739,4
1NPCXW3FYJjCwEBGVTMRfo,The Hero - Live,20,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,6,111440,0.232,0.919,9,-4.627,1,0.142,6.38e-5,0.0294,0.699,0.356,114.621,4
2O0yHWSB8HrDOoKFYldP6k,Crazy Little Thing Called Love - Live,29,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,7,255600,0.319,0.873,7,-5.773,1,0.0898,0.00234,0.0107,0.694,0.342,158.053,4
5xRByNz0ZFyGuSBh5aRCZL,Jailhouse Rock - Live,25,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,8,152600,0.212,0.972,2,-5.548,1,0.347,0.00175,0.0132,0.985,0.186,196.969,4
4hVDbtfjNxKYZsVi5QmhjF,Bohemian Rhapsody - Live,33,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,9,328933,0.284,0.834,3,-5.592,1,0.0819,0.0785,1.71e-5,0.973,0.255,151.579,4
7hi9tML9mytT32KTgt5k0B,Tie Your Mother Down - Live,25,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,10,232933,0.229,0.967,2,-3.879,1,0.107,4.25e-4,0.0525,0.929,0.225,148.409,4
45mhiVPUphR25oRJ4UEgDz,Another One Bites The Dust - Live,28,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,11,240600,0.752,0.916,9,-5.739,1,0.103,0.0288,0.0664,0.398,0.373,111.843,4
3NSF4s2vCGy5LRrVCc1OvQ,Sheer Heart Attack - Live,22,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,12,233693,0.356,0.996,2,-3.68,1,0.114,4.05e-5,0.451,0.975,0.0716,102.984,4
1sKXAVkHNIN3hUPP3RhwdL,We Will Rock You - Live,31,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,13,129333,0.397,0.958,9,-4.892,1,0.152,0.00177,0.0191,0.413,0.209,176.207,4
6goCzmf6k7pUCqz63syn68,We Are The Champions - Live,30,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,14,207573,0.142,0.874,0,-3.785,0,0.074,0.0139,0,0.935,0.14,198.343,3
5wnNdul4yR2YZG5VmOR1LS,God Save The Queen - Live,20,2IY3Ty8CrUyvpibt8AcZmp,Queen Rock Montreal,28,15,87520,0.0648,0.844,7,-8.181,1,0.141,0.233,0.495,0.985,0.294,73.984,3
2KRn6uLd9rJGY1uFiubBnb,Flash - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,1,114173,0.308,0.988,4,-9.369,0,0.099,9.28e-5,0.898,0.408,0.039,111.013,4
582W2kbl2vN5cqvV72cNvB,The Hero - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,2,104760,0.204,0.971,9,-3.331,1,0.0715,0.00108,0.00222,0.977,0.224,125.233,4
2K0e7XPbUkW5lulcWA01ky,We Will Rock You (Fast) - Live,19,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,3,197586,0.111,0.975,9,-3.898,1,0.121,0.00295,1.75e-4,0.939,0.0727,174.851,4
2FFkSJX7LKyTrZqBlS5fg5,Action This Day - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,4,292520,0.341,0.98,7,-4.279,1,0.115,0.00922,8.18e-4,0.994,0.233,172.431,4
3Grksx4ERTG1uhhLtACdlT,Play The Game - Live,18,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,5,270600,0.206,0.839,0,-5.14,1,0.0663,0.171,2.1e-6,0.425,0.129,168.278,4
0boO9CtjfG7bkPKbmX74nB,Staying Power - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,6,243293,0.391,0.986,0,-4.786,0,0.226,0.00367,7.5e-5,0.955,0.0786,132.874,4
3i3s0GmK8SpuqCAh5g731L,Somebody To Love - Live,21,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,7,473306,0.312,0.919,8,-5.069,1,0.114,0.141,6.16e-6,0.866,0.303,120.01,3
6eserdkJhgf4NhZNvZ49ur,Now I'm Here - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,8,378200,0.187,0.943,9,-5.623,1,0.231,0.121,0.00258,0.932,0.132,156.232,4
1GtA5mDWRUxf9bXeXUYmi4,Dragon Attack - Live,16,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,9,256013,0.284,0.969,2,-6.731,0,0.205,7.39e-4,0.164,0.923,0.334,92.868,4
6qtMuHYxEa9hJsq9jyZte7,Now I'm Here (Reprise) - Live,15,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,10,140533,0.309,0.571,2,-10.741,1,0.193,0.187,0.00195,0.855,0.129,87.273,3
1KhOJv5xj4UoM6WT6iflel,Love Of My Life - Live,19,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,11,262293,0.203,0.483,2,-12.295,1,0.0813,0.771,3.97e-6,0.952,0.184,80.361,4
1CDSvIKpwglOpTqEtRD10i,Save Me - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,12,240760,0.186,0.718,7,-5.047,1,0.0461,0.105,1.41e-4,0.934,0.26,84.744,4
0nNlfxHLq0zK40vdCv6azv,Back Chat - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,13,300973,0.523,0.953,7,-5.273,1,0.114,0.0294,0.0358,0.968,0.577,133.686,4
63IQPiZz3jr7pCRVXk8dMd,"Get Down, Make Love - Live",15,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,1,219560,0.28,0.737,4,-7.215,1,0.159,0.707,0.0134,0.595,0.104,161.629,4
2mKKJikYBH6bXYON2hnDOH,Guitar Solo - Live,14,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,2,382400,0.262,0.662,4,-12.622,1,0.102,0.882,0.813,0.426,0.156,152.66,4
1AY6h8nFTOVfBIvySa42Ea,Under Pressure - Live,18,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,3,227426,0.49,0.962,2,-4.342,1,0.121,0.0714,0.0171,0.941,0.343,123.973,4
6NuhZv61dTcmfbKiVeYpgT,Fat Bottomed Girls - Live,22,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,4,325146,0.258,0.945,2,-4.755,1,0.186,0.0896,0.00772,0.963,0.154,118.954,3
75ryZQ49Eu8mmV4IYCEXL9,Crazy Little Thing Called Love - Live,19,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,5,255013,0.311,0.948,7,-3.929,1,0.0734,0.099,0.0073,0.919,0.41,151.471,4
29YqT9fuYz8ZAlhpuHmDGH,Bohemian Rhapsody - Live,20,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,6,338200,0.255,0.803,3,-6.142,1,0.0679,0.458,2.96e-5,0.696,0.172,151.664,4
5QzJR5LKJPeetKFkeQQeJj,Tie Your Mother Down - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,7,249760,0.171,0.982,2,-4.051,1,0.106,0.0177,0.0825,0.966,0.0608,151.212,4
7rZcKhFBkVCeGoO8UzXaP1,Another One Bites The Dust - Live,18,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,8,229160,0.68,0.91,9,-6.029,1,0.0994,0.119,0.0196,0.762,0.361,117.201,4
07Oo2tKSaR5qXwvnWXGcbp,Sheer Heart Attack - Live,15,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,9,205760,0.194,0.988,2,-3.424,1,0.0946,8.84e-4,0.709,0.947,0.195,107.252,4
4587T0kJflvUFGUHaARpCv,We Will Rock You - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,10,128173,0.509,0.934,4,-5.882,1,0.0578,0.0275,8.53e-4,0.915,0.0905,91.414,4
73BR0T00XSGIxAMGOZtjyQ,We Are The Champions - Live,17,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,11,208506,0.308,0.722,7,-4.658,0,0.0425,0.149,4.83e-6,0.949,0.157,99.567,3
5p0fkq4t8EC182Eyb6vTBL,God Save The Queen - Live,13,7gJGZIFnUyXP2wa0gdIjRY,On Fire: Live At The Bowl,25,12,84360,0.146,0.757,7,-5.129,1,0.0586,0.246,0.313,0.984,0.412,90.6,3
2nvOeJSDrYfUqPsX1QV31m,It's A Beautiful Day,25,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,1,152760,0.119,0.128,2,-13.061,1,0.0388,0.675,5.21e-5,0.0877,0.0363,52.46,4
4PrIEi2GXvCKGX5FfgvZ5t,Made In Heaven,39,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,2,325333,0.37,0.743,8,-6.597,1,0.0564,0.278,0,0.329,0.379,77.786,4
5xksN73zPWG6l5jyOnQBCM,Let Me Live,26,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,3,285866,0.405,0.724,0,-6.763,1,0.0331,0.123,0,0.288,0.435,78.343,4
0ntPrUioU4nZf4xlYgXxCu,Mother Love,31,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,4,286160,0.481,0.446,7,-8.444,0,0.0291,0.191,1.43e-4,0.491,0.17,91.992,4
7f85HUTCTBRbXVQrhbwGeG,My Life Has Been Saved,22,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,5,195400,0.355,0.606,7,-7.527,1,0.0293,0.0468,1.9e-6,0.0926,0.316,203.902,4
3K1Z590k8xkKWcyWjDUL2S,I Was Born To Love You,30,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,6,289773,0.451,0.91,8,-6.506,1,0.085,0.107,0,0.0896,0.522,139.054,4
7Lyci2dYU5I7Rgl1Gxgc7q,Heaven For Everyone,23,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,7,336066,0.603,0.441,0,-9.507,1,0.0293,0.361,0,0.143,0.258,110.205,4
59xNhKR4abaCKdHzIxTApc,Too Much Love Will Kill You,31,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,8,260133,0.387,0.36,7,-9.497,1,0.0315,0.335,2.67e-6,0.111,0.2,73.331,4
5K7JrTWUDr7R0paSy4rVYh,You Don't Fool Me,24,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,9,324800,0.595,0.77,4,-8.615,0,0.034,0.145,1.26e-4,0.37,0.569,121.966,4
36XSfd5hlzRYNtUo9xMXHT,A Winter's Tale,23,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,10,229160,0.371,0.531,11,-8.188,1,0.0321,0.203,0,0.286,0.147,81.073,3
4JSwW10eamq8dmXljmdnYs,It's A Beautiful Day (Reprise),20,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,11,181360,0.39,0.602,7,-10.557,1,0.0468,0.0281,0.0493,0.374,0.045,127.946,4
198X5Hqdx31ir9V8SJev8k,Yeah,0,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,12,4000,0,0.00174,2,-17.731,1,0,0,1,0,0,0,0
0fesg0K7qtSHVhNAOZ3dy8,Untitled,19,2SFIh6siY4KYBNPHAV7xaI,Made In Heaven,13,13,1352973,0.167,0.00754,2,-33.592,1,0.0552,0.695,0.906,0.0771,0.0306,128.048,4
5ePErtW1oqJpLPEUrH6xiK,It's A Beautiful Day - Remastered 2011,24,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,1,154066,0.267,0.131,2,-13.386,1,0.0339,0.668,6.15e-5,0.0844,0.0368,90.985,4
7601PEufMfsqGrvk54alUy,Made In Heaven - 2011 Remaster,33,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,2,324920,0.404,0.737,5,-5.824,0,0.0486,0.195,0,0.3,0.373,77.612,4
2OhPBpTYE40CHUb4Ti2WfU,Let Me Live - Remastered 2011,27,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,3,286026,0.425,0.662,0,-6.84,1,0.0301,0.18,0,0.207,0.439,77.305,4
4NXhE6JeaqSxVFUSWAw2Ef,Mother Love - 2011 Remaster,24,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,4,286173,0.368,0.412,7,-7.862,0,0.0323,0.23,5.61e-4,0.411,0.239,183.779,4
1KHSKkVjOAj7eCKSOtSdIj,My Life Has Been Saved - Remastered 2011,21,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,5,195386,0.344,0.584,7,-7.344,1,0.0295,0.0824,1.38e-6,0.145,0.304,204.17,4
1CKo7tzWiPzIGXc28DrABh,I Was Born To Love You - 2011 Remaster,48,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,6,289813,0.449,0.908,8,-6.134,1,0.0868,0.0836,0,0.0965,0.508,139.079,4
1gZisUSub74637T2rJmimh,Heaven For Everyone - Remastered 2011,48,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,7,336160,0.595,0.426,0,-9.763,1,0.0285,0.293,1.32e-6,0.171,0.268,110.183,4
5eDwoZdv3Qftzs8ijKviYg,Too Much Love Will Kill You - 2011 Remaster,48,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,8,259213,0.409,0.396,7,-7.6,1,0.0306,0.584,5.64e-5,0.159,0.21,73.08,4
35balOkqaPZ4IrvZtG3YNg,You Don't Fool Me - Remastered 2011,44,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,9,324853,0.589,0.829,4,-6.494,0,0.036,0.103,8.62e-5,0.381,0.579,121.973,4
0EWL5WocQxVcleKEbUE0mk,A Winter's Tale - 2011 Remaster,25,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,10,230160,0.364,0.564,11,-6.365,1,0.0323,0.179,0,0.314,0.138,53.621,4
6ZG5CijKE2BlQ0z9OXzNMt,It's A Beautiful Day (Reprise) - Remastered 2011,19,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,11,180453,0.395,0.609,7,-10.072,1,0.0487,0.0661,0.0124,0.612,0.0426,127.911,4
6XwKyBDAMcumT4XRAWaSIk,Yeah - Remastered 2011,0,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,12,4066,0,0.0162,10,-15.337,0,0,0.142,0.999,0,0,0,0
5YNmSjtHYBg1ovo7Kdr473,Untitled - Remastered 2011,17,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,13,1354933,0.172,0.0123,2,-31.607,1,0.0565,0.681,0.91,0.0803,0.0311,123.614,4
4TV25NkS0pqfxI042bANwF,Heaven For Everyone - Remastered 2011 / Single Version,34,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,1,279506,0.604,0.447,0,-10.278,1,0.0279,0.265,0,0.178,0.326,110.175,4
5kFuR3L9FY6KKLyTMLc9BF,It's A Beautiful Day - B-Side Version / Remastered 2011,15,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,2,238320,0.363,0.449,7,-10.172,1,0.0355,0.297,0.00826,0.0796,0.0733,127.986,3
5jM8P2hSvY9OsX35rKFVWL,My Life Has Been Saved - 1989 B-Side Version / Remastered 2011,15,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,3,196280,0.564,0.707,7,-6.567,1,0.024,0.0312,0.0033,0.159,0.554,102.052,4
5IpthqoOyUP1fVQD74ETHU,I Was Born To Love You - Vocals & Piano Version / Remastered 2011,20,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,4,175226,0.622,0.431,8,-6.058,1,0.0304,0.788,0,0.276,0.633,138.734,4
2je0CAXIVlIfdrz1opV1Sd,Rock In Rio Blues - Live / B-Side / Remastered 2011,16,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,5,273720,0.368,0.718,5,-8.678,0,0.0777,0.543,0.0389,0.695,0.287,102.192,4
0TI2syhItIbjOSeSlJOYR3,A Winter's Tale - Cosy Fireside Mix / Remastered 2011,15,4fODEKBcruDGTihYHvBXBD,Made in Heaven (Deluxe Remastered Version),19,6,229200,0.228,0.632,6,-5.684,1,0.0384,0.115,0,0.3,0.151,84.627,3
2RpXUwCytDFqZSHl6kIquB,One Vision - Live at Wembley '86,30,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,1,349733,0.26,0.99,7,-3.498,1,0.128,0.00202,0.00416,0.779,0.0885,128.29,4
1JRnFUNXBUxn23eQaqLtp4,Tie Your Mother Down - Live at Wembley '86,28,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,2,246040,0.21,0.995,7,-3.173,1,0.113,0.0469,1.24e-4,0.821,0.0395,145.096,4
4Kq9x6BTgk6QJO5XYYJaaL,In The Lap Of The Gods - Live at Wembley '86,27,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,3,149493,0.282,0.717,2,-5.308,1,0.0396,0.0996,4.1e-4,0.157,0.169,127.883,3
75EIcUGlTsUnAQkxeDhdVG,Seven Seas Of Rhye - Live at Wembley '86,27,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,4,78440,0.186,0.973,7,-3.358,1,0.0818,0.262,9.88e-6,0.632,0.21,131.4,4
4t5mFsjQDXYjPWgNURiRYQ,Tear It Up - Live at Wembley '86,25,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,5,132226,0.153,0.985,7,-3.974,1,0.0899,0.0317,3.83e-4,0.747,0.182,96.463,4
3A2xIqM4482rYGIdJ1jA1L,A Kind Of Magic - Live at Wembley '86,29,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,6,521373,0.28,0.953,2,-4.014,1,0.152,0.0653,0.0288,0.697,0.154,134.262,4
2yqVlvXgZ51ynGqwfYADx4,Under Pressure - Live at Wembley '86,33,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,7,221000,0.381,0.983,2,-3.379,1,0.161,0.211,0.00176,0.978,0.294,121.907,4
7lrIpNdaWTVkQxyj5HwwiF,Another One Bites The Dust - Live at Wembley '86,30,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,8,358933,0.534,0.984,4,-5.058,0,0.297,0.126,0.00199,0.982,0.114,115.991,4
6BcmM3O2H241lqePLvztkv,Who Wants To Live Forever - Live at Wembley '86,28,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,9,247560,0.171,0.708,2,-5.819,0,0.0536,0.498,0.00244,0.706,0.0934,78.178,4
3RviStcvq7swrmqZHjv5B7,I Want To Break Free - Live at Wembley '86,31,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,10,214200,0.429,0.952,4,-4.326,1,0.119,0.168,0.0151,0.974,0.281,117.987,4
4DMF3D7o4HZtkQZMUjr3fW,Impromptu - Live at Wembley '86,23,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,11,176906,0.306,0.917,7,-6.042,0,0.0912,0.182,0.103,0.39,0.347,121.455,4
3utiuqvpa694QpaCswrTMV,Brighton Rock Solo - Live at Wembley '86,22,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,12,550826,0.259,0.9,4,-7.714,0,0.168,0.881,0.86,0.964,0.159,148.337,4
3Waci15lHP8zxs7Ejkipu1,Now I'm Here - Live at Wembley '86,24,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,13,380173,0.225,0.992,9,-4.267,1,0.119,0.0208,0.219,0.921,0.232,146.661,4
0KsCFGXPLws3O0xU0LRpJi,Love Of My Life - Live at Wembley,32,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,1,288800,0.181,0.63,2,-9.375,1,0.125,0.754,4.31e-4,0.989,0.109,62.82,3
0K9sZNhqS5GLJ1DlDanS4f,Is This The World We Created - Live at Wembley '86,27,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,2,178440,0.236,0.504,1,-6.938,1,0.0387,0.785,2.28e-5,0.644,0.107,82.352,4
4i40XgcS2qRh7TOU33IRzu,(You're So Square) Baby I Don't Care - Live at Wembley '86,24,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,3,96226,0.461,0.93,3,-4.403,1,0.0684,0.626,0.0116,0.708,0.365,100.153,4
77q4Ly2hQvsDoSwAmt4HX7,Hello Mary Lou (Goodbye Heart) - Live at Wembley '86,25,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,4,110666,0.456,0.959,1,-3.778,1,0.387,0.598,1.08e-5,0.779,0.247,96.773,4
3nj0Vx8OlelItkzhbBtb6n,Tutti Frutti - Live at Wembley '86,25,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,5,204240,0.276,0.993,4,-2.991,1,0.108,0.6,0.0211,0.697,0.14,97.273,4
5m7l6nqIGeft8HUfOkpUa0,Gimme Some Lovin' - Live at Wembley '86,21,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,6,54960,0.296,0.984,6,-4.491,0,0.0929,0.00935,0.203,0.584,0.122,155.895,4
0Y6UsWQoQjdRyPZrbFkeqY,Bohemian Rhapsody - Live at Wembley '86,35,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,7,350573,0.238,0.934,0,-3.946,0,0.132,0.509,7.56e-5,0.901,0.277,149.686,4
7g4IW2oMpmcZcaqV4uVJQi,Hammer To Fall - Live at Wembley '86,28,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,8,363933,0.215,0.987,9,-4.131,1,0.208,0.026,0.0044,0.959,0.0609,135.21,4
5FalltA3wCyuQa9UQ3YQ76,Crazy Little Thing Called Love - Live at Wembley '86,32,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,9,358866,0.26,0.989,7,-2.818,1,0.163,0.523,0.574,0.938,0.182,143.772,4
0tJX8CEhMTVKO4NMUmRXIs,Big Spender - Live at Wembley '86,22,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,10,66400,0.284,0.988,9,-3.732,0,0.167,0.0711,2.36e-5,0.419,0.0981,155.189,4
1GRtXtp8IuqTXq0fDwddbS,Radio Ga Ga - Live at Wembley '86,33,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,11,357400,0.417,0.967,5,-3.979,1,0.0811,0.0747,2.99e-4,0.954,0.323,114.415,4
7epAuIDYDejtjr1Y3pPjOy,We Will Rock You - Live at Wembley '86,33,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,12,167733,0.384,0.984,9,-4.616,1,0.135,0.0129,7.16e-5,0.422,0.0372,179.573,4
3aMau317qccinjsDvdOd0K,Friends Will Be Friends - Live at Wembley '86,24,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,13,126200,0.315,0.897,5,-3.513,1,0.0662,0.387,7.09e-5,0.893,0.407,151.18,4
4p6YuEveGeCN8nfK7n53TC,We Are The Champions - Live at Wembley '86,28,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,14,244733,0.242,0.861,7,-3.514,0,0.054,0.406,8.35e-6,0.982,0.199,95.781,3
5fYiPYM4URAEVBlxG12CPt,God Save The Queen - Live at Wembley '86,21,3uk2r2tVRHy9L15rHJhD2S,Live At Wembley Stadium,32,15,95826,0.22,0.793,7,-7.304,1,0.128,0.42,0.559,0.923,0.109,48.651,4
